Gender,Age,Income (USD),Income Stability,Profession,Type of Employment,Location,Loan Amount Request (USD),Current Loan Expenses (USD),Expense Type 1,Expense Type 2,Dependents,Credit Score,No. of Defaults,Has Active Credit Card,Property ID,Property Age,Property Type,Property Location,Co-Applicant,Property Price,Loan Sanction Amount (USD)
M,54,3051.52,Low,State servant,Drivers,Semi-Urban,29233.1,361.07,N,N,2.0,679.03,0,Inactive,403,3051.52,3,Semi-Urban,1,37607.56,19001.52
M,42,1747.16,Low,Working,Sales staff,Rural,188351.14,499.16,N,N,5.0,675.85,0,Unpossessed,32,1747.16,1,Rural,1,282250.29,131845.8
M,42,2077.75,Low,Working,Sales staff,Rural,45177.73,333.74,N,Y,2.0,677.23,0,Inactive,947,2077.75,4,Urban,1,58848.75,29365.52
F,26,2328.69,Low,Working,Accountants,Semi-Urban,52488.3,359.32,Y,Y,2.0,770.35,0,Inactive,892,2328.69,2,Rural,-999,75284.06,36741.81
M,62,1887.33,Low,Working,Managers,Semi-Urban,58755.13,287.99,Y,Y,2.0,835.2,0,Active,599,1887.33,1,Rural,1,74356.35,0.0
F,37,2679.32,Low,Working,Core staff,Semi-Urban,148048.14,349.13,N,N,1.0,682.36,0,Inactive,134,2679.32,3,Rural,1,186753.18,96231.29
F,40,1708.29,Low,Working,Sales staff,Semi-Urban,56557.8,316.51,Y,Y,1.0,748.56,0,Unpossessed,384,1708.29,4,Urban,1,65106.23,36762.57
M,60,4306.51,Low,Commercial associate,Core staff,Semi-Urban,132351.68,469.97,N,N,3.0,740.1,0,Active,284,4306.51,3,Semi-Urban,1,161948.84,0.0
M,46,2978.15,Low,Working,Core staff,Semi-Urban,65695.62,658.34,N,N,1.0,677.19,0,Unpossessed,416,2978.15,3,Urban,1,113820.69,45986.93
M,18,1348.33,Low,Working,Accountants,Semi-Urban,81496.87,259.73,N,N,1.0,621.17,0,Active,164,1348.33,1,Rural,1,126765.38,0.0
M,32,7017.84,Low,Commercial associate,Sales staff,Semi-Urban,208976.63,616.56,Y,Y,6.0,697.4,1,Inactive,606,7017.84,3,Urban,1,246147.91,146283.64
F,47,2180.55,Low,Working,Laborers,Semi-Urban,45132.48,258.25,N,Y,2.0,664.9,0,Active,893,2180.55,3,Semi-Urban,1,74881.46,0.0
M,43,5963.63,Low,Commercial associate,Managers,Urban,251259.52,1601.17,N,Y,2.0,822.4,0,Unpossessed,260,5963.63,2,Semi-Urban,1,314527.79,175881.66
M,54,5902.13,Low,Commercial associate,Accountants,Urban,88802.84,558.73,Y,Y,2.0,840.65,0,Unpossessed,608,5902.13,2,Rural,1,168378.79,0.0
F,18,1705.62,Low,Working,Cooking staff,Semi-Urban,12578.49,153.97,N,N,4.0,801.46,0,Unpossessed,937,1705.62,4,Semi-Urban,1,14507.8,0.0
F,18,5372.29,Low,Commercial associate,Sales staff,Semi-Urban,131257.86,699.54,N,Y,3.0,784.04,1,Inactive,823,5372.29,3,Rural,1,212828.94,91880.5
F,40,816.81,Low,Working,Cooking staff,Semi-Urban,35757.29,344.83,N,Y,2.0,777.72,0,Inactive,105,816.81,4,Semi-Urban,1,45706.08,28605.83
M,61,2771.8,Low,Working,High skill tech staff,Semi-Urban,34031.7,-999.0,Y,N,3.0,733.83,0,Unpossessed,627,2771.8,4,Semi-Urban,1,-999.0,23822.19
M,18,1944.32,Low,Working,Sales staff,Semi-Urban,79710.2,254.21,N,Y,2.0,717.98,0,Unpossessed,915,1944.32,2,Rural,1,143687.43,55797.14
M,50,1307.11,Low,Working,Sales staff,Semi-Urban,24759.05,122.14,N,Y,3.0,655.99,0,Inactive,329,1307.11,2,Semi-Urban,1,38175.01,16093.38
M,64,2369.03,Low,Working,Laborers,Semi-Urban,29459.78,146.26,N,Y,2.0,669.05,0,Inactive,779,2369.03,3,Urban,1,47615.85,19148.86
F,61,2001.97,Low,Working,Laborers,Rural,79292.31,414.36,Y,Y,2.0,763.15,1,Inactive,659,2001.97,2,Urban,1,143170.63,59469.23
M,19,2808.41,Low,Working,Drivers,Semi-Urban,73028.98,429.33,N,N,1.0,645.11,0,Inactive,712,2808.41,3,Semi-Urban,1,97965.01,0.0
F,25,609.17,Low,Working,High skill tech staff,Semi-Urban,19024.18,105.91,N,N,2.0,699.79,0,Inactive,781,609.17,1,Semi-Urban,1,35816.25,13316.93
M,18,1655.35,Low,Working,Core staff,Semi-Urban,83924.36,327.21,Y,N,4.0,673.06,0,Unpossessed,850,1655.35,1,Rural,1,107881.59,0.0
M,48,2519.25,Low,Commercial associate,Security staff,Semi-Urban,164581.79,672.93,Y,Y,1.0,769.8,0,Unpossessed,547,2519.25,3,Urban,1,201566.22,123436.34
M,64,1511.38,Low,Commercial associate,Sales staff,Rural,58215.07,341.29,N,N,3.0,710.5,0,Inactive,347,1511.38,1,Urban,1,84346.45,37839.8
F,18,2408.05,Low,Working,Laborers,Semi-Urban,36804.31,282.01,N,Y,2.0,684.16,0,Unpossessed,794,2408.05,1,Rural,1,41752.98,0.0
F,53,2246.34,Low,Working,Drivers,Semi-Urban,147121.92,655.04,Y,Y,2.0,808.15,0,Inactive,995,2246.34,1,Semi-Urban,1,267589.68,0.0
M,57,1313.87,Low,State servant,Security staff,Semi-Urban,35282.41,353.32,Y,N,3.0,738.51,0,Active,404,1313.87,2,Urban,1,59026.51,24697.69
F,38,3403.31,Low,Commercial associate,Laborers,Rural,148085.1,567.06,Y,Y,1.0,644.65,0,Active,340,3403.31,4,Semi-Urban,0,211070.03,0.0
F,18,2839.41,Low,Working,Sales staff,Rural,102667.62,421.05,N,Y,2.0,635.7,1,Inactive,518,2839.41,1,Semi-Urban,1,153338.75,0.0
M,19,6154.83,Low,Commercial associate,Managers,Semi-Urban,107013.21,479.95,Y,Y,2.0,716.72,0,Active,24,6154.83,1,Semi-Urban,1,127673.56,0.0
F,41,2112.58,Low,Working,Cleaning staff,Semi-Urban,50864.17,227.81,N,Y,3.0,759.03,0,Unpossessed,541,2112.58,4,Urban,1,88457.65,-999.0
F,35,2327.8,Low,State servant,High skill tech staff,Semi-Urban,40624.02,204.34,Y,Y,3.0,662.28,1,Inactive,386,2327.8,3,Semi-Urban,1,51634.4,28436.81
M,18,1282.57,Low,Working,Medicine staff,Semi-Urban,80456.09,411.49,Y,N,2.0,685.74,0,Unpossessed,256,1282.57,2,Semi-Urban,1,95050.38,52296.46
F,18,3157.41,Low,Working,Laborers,Urban,265750.77,714.03,Y,N,2.0,780.62,0,Active,888,3157.41,1,Urban,1,453458.45,186025.54
M,18,3976.8,Low,Working,Laborers,Urban,87303.66,338.84,Y,Y,1.0,827.29,0,Inactive,988,3976.8,4,Rural,1,113808.56,61112.56
M,23,1771.15,Low,Working,Sales staff,Semi-Urban,76945.28,359.78,N,Y,2.0,729.24,0,Unpossessed,35,1771.15,3,Urban,1,93901.79,50014.43
F,18,2311.39,Low,Working,Laborers,Semi-Urban,53097.46,344.14,N,N,3.0,658.62,0,Inactive,10,2311.39,3,Semi-Urban,1,73683.29,37168.22
M,18,2611.0,Low,Commercial associate,Sales staff,Semi-Urban,54108.47,264.6,N,Y,1.0,690.61,1,Inactive,674,2611.0,1,Semi-Urban,1,78208.86,35170.51
M,18,3236.22,Low,Commercial associate,Laborers,Semi-Urban,76423.21,423.45,N,Y,2.0,674.13,0,Inactive,21,3236.22,3,Urban,1,132867.88,49675.09
M,37,3242.08,Low,Working,Laborers,Rural,78118.48,391.99,N,N,3.0,682.35,1,Inactive,996,3242.08,1,Urban,0,86233.98,0.0
F,32,1889.6,Low,Working,Core staff,Semi-Urban,64030.07,267.18,N,Y,1.0,867.84,0,Unpossessed,897,1889.6,1,Semi-Urban,0,107346.0,51224.06
M,25,3337.75,Low,Commercial associate,Sales staff,Urban,51182.95,367.08,Y,Y,2.0,766.86,0,Inactive,217,3337.75,2,Rural,1,83148.31,35828.06
M,18,3136.76,Low,State servant,Medicine staff,Semi-Urban,171174.44,494.96,Y,Y,2.0,837.34,0,Unpossessed,401,3136.76,1,Urban,0,286833.62,0.0
M,47,3745.12,Low,Working,Laborers,Semi-Urban,118265.89,361.91,Y,N,1.0,855.04,0,Unpossessed,888,3745.12,1,Urban,1,159238.94,82786.12
M,18,1219.3,Low,Commercial associate,Laborers,Semi-Urban,67349.95,331.27,Y,Y,3.0,706.89,0,Inactive,362,1219.3,4,Rural,1,109885.12,0.0
M,40,2282.62,Low,Working,Medicine staff,Rural,60916.72,311.38,N,Y,3.0,736.48,0,Active,677,2282.62,3,Urban,1,85169.18,0.0
M,23,3221.72,Low,Working,Core staff,Urban,154927.64,615.57,N,N,2.0,663.47,0,Active,235,3221.72,3,Rural,1,190616.07,100702.97
M,53,3390.07,Low,Commercial associate,Sales staff,Semi-Urban,87716.68,322.71,N,N,2.0,634.35,0,Inactive,675,3390.07,2,Urban,1,162525.09,0.0
M,64,1079.24,Low,Working,Accountants,Semi-Urban,23026.41,162.05,N,Y,1.0,730.08,0,Inactive,756,1079.24,3,Rural,1,-999.0,14967.17
F,64,2629.56,Low,Working,Core staff,Rural,80706.79,263.53,N,N,6.0,701.88,0,Unpossessed,788,2629.56,2,Semi-Urban,1,137259.63,52459.41
F,18,1324.48,Low,Working,Sales staff,Semi-Urban,63316.06,422.47,Y,Y,5.0,741.06,1,Active,442,1324.48,2,Rural,0,105737.53,0.0
M,42,4223.34,Low,Working,Laborers,Semi-Urban,69905.45,532.06,N,Y,1.0,604.63,0,Inactive,891,4223.34,3,Semi-Urban,1,132375.99,0.0
F,54,2309.95,Low,Working,Laborers,Semi-Urban,63747.16,302.68,N,Y,2.0,638.26,0,Unpossessed,458,2309.95,1,Urban,0,90888.29,0.0
F,42,2039.57,Low,Commercial associate,Core staff,Semi-Urban,208930.82,672.89,N,N,2.0,719.84,1,Active,751,2039.57,3,Urban,1,368129.21,135805.03
F,59,2794.26,Low,Working,Sales staff,Semi-Urban,69495.19,305.16,N,N,4.0,796.34,0,Active,849,2794.26,2,Semi-Urban,1,82813.2,52121.39
M,42,2391.86,Low,Working,Laborers,Semi-Urban,152625.54,409.44,N,Y,3.0,769.59,0,Inactive,195,2391.86,1,Rural,1,210073.26,106837.88
M,61,3082.83,Low,Commercial associate,Sales staff,Semi-Urban,97815.5,437.01,N,Y,4.0,659.38,1,Inactive,791,3082.83,1,Rural,1,120342.57,68470.85
M,47,3101.19,Low,Working,Laborers,Semi-Urban,263100.45,745.34,N,Y,2.0,646.2,0,Unpossessed,402,3101.19,4,Semi-Urban,0,403835.13,0.0
M,26,2373.56,Low,Commercial associate,Laborers,Semi-Urban,76580.45,714.39,N,Y,1.0,683.64,0,Active,664,2373.56,4,Semi-Urban,1,123629.64,0.0
M,64,2478.3,Low,Working,Core staff,Semi-Urban,171270.39,560.47,N,N,3.0,733.67,0,Unpossessed,530,2478.3,1,Urban,1,300043.91,111325.75
F,47,3418.16,Low,Working,Sales staff,Semi-Urban,113373.23,615.94,N,N,3.0,717.95,0,Unpossessed,795,3418.16,4,Semi-Urban,1,135257.65,79361.26
F,42,2134.23,Low,Working,Core staff,Semi-Urban,77398.05,396.93,N,N,1.0,644.0,0,Inactive,216,2134.23,3,Urban,0,121084.23,0.0
M,52,3677.19,Low,Commercial associate,High skill tech staff,Semi-Urban,126560.35,525.42,Y,Y,2.0,723.16,0,Inactive,403,3677.19,3,Semi-Urban,1,211029.43,82264.23
M,57,8348.84,Low,Commercial associate,Core staff,Urban,6693.92,79.21,N,Y,1.0,702.19,0,Inactive,42,8348.84,1,Urban,1,10840.32,4685.74
F,61,1147.39,Low,Working,Security staff,Semi-Urban,40982.31,230.76,N,N,3.0,694.13,0,Unpossessed,433,1147.39,4,Urban,1,49241.31,26638.5
M,21,2945.25,Low,Commercial associate,Laborers,Semi-Urban,98134.68,471.8,N,Y,2.0,726.93,1,Inactive,501,2945.25,4,Semi-Urban,1,126419.6,63787.54
F,59,2134.72,Low,Working,Security staff,Rural,66052.53,229.21,N,N,1.0,842.34,0,Unpossessed,797,2134.72,2,Semi-Urban,1,82914.54,0.0
F,62,2096.79,Low,State servant,Core staff,Semi-Urban,65274.67,294.79,N,N,2.0,838.9,0,Active,231,2096.79,2,Rural,0,123588.32,0.0
F,42,1815.02,Low,Working,Core staff,Rural,197254.01,657.87,N,Y,3.0,796.09,1,Unpossessed,192,1815.02,1,Urban,1,344989.74,138077.81
F,30,4983.51,Low,Working,Managers,Rural,83520.11,423.02,Y,Y,3.0,728.51,1,Unpossessed,257,4983.51,4,Urban,1,123978.49,54288.07
F,22,2091.78,Low,State servant,Core staff,Semi-Urban,178282.17,486.88,Y,N,2.0,777.09,0,Unpossessed,363,2091.78,2,Urban,1,247524.38,133711.63
F,21,2460.36,Low,Working,Laborers,Semi-Urban,44694.11,387.41,N,Y,2.0,743.33,0,Inactive,944,2460.36,3,Rural,1,63315.72,31285.88
M,36,1156.64,Low,Working,Core staff,Rural,118501.76,587.6,N,N,5.0,805.92,0,Inactive,508,1156.64,4,Semi-Urban,1,196838.8,94801.41
M,19,1628.4,Low,Working,Secretaries,Semi-Urban,18277.56,153.52,N,Y,2.0,670.28,0,Inactive,880,1628.4,4,Semi-Urban,1,33905.33,12794.29
M,39,3114.48,Low,Working,Accountants,Urban,180417.49,738.29,N,N,2.0,838.0,0,Active,940,3114.48,2,Rural,1,246676.79,144333.99
M,19,4120.13,Low,Commercial associate,Drivers,Urban,162379.08,509.64,Y,Y,2.0,817.33,0,Active,342,4120.13,1,Urban,1,241620.42,113665.36
F,61,4023.49,Low,Commercial associate,Core staff,Rural,73598.34,612.85,Y,Y,2.0,746.35,0,Active,907,4023.49,1,Rural,1,101011.2,51518.84
M,32,2516.64,Low,Working,Security staff,Rural,24446.57,176.95,N,N,1.0,745.89,1,Inactive,900,2516.64,1,Semi-Urban,1,-999.0,15890.27
M,18,2126.74,Low,Working,Drivers,Semi-Urban,41158.21,346.7,Y,N,5.0,688.04,1,Active,393,2126.74,2,Semi-Urban,1,53043.18,26752.84
M,45,2586.45,Low,Working,Laborers,Semi-Urban,46949.28,242.39,Y,Y,2.0,647.43,1,Inactive,80,2586.45,1,Semi-Urban,1,62195.28,0.0
F,18,1075.53,Low,State servant,Laborers,Semi-Urban,102563.86,551.18,Y,Y,2.0,713.74,0,Unpossessed,108,1075.53,3,Semi-Urban,1,118982.55,71794.7
M,31,5294.56,Low,Commercial associate,Laborers,Rural,153284.24,512.18,Y,Y,2.0,652.49,0,Inactive,292,5294.56,2,Rural,1,219191.81,107298.97
F,60,1826.11,Low,Working,Core staff,Semi-Urban,39789.38,421.51,N,Y,3.0,629.92,0,Inactive,599,1826.11,1,Rural,1,49133.3,0.0
M,39,1177.71,Low,Working,Managers,Semi-Urban,76599.27,500.76,N,Y,4.0,826.51,1,Active,695,1177.71,1,Urban,1,103319.75,53619.49
M,40,2210.54,Low,Working,Sales staff,Semi-Urban,56097.99,332.06,Y,Y,1.0,627.31,0,Active,411,2210.54,2,Rural,1,70090.31,0.0
F,19,1843.19,Low,Working,Security staff,Semi-Urban,151318.04,704.35,N,Y,2.0,664.31,0,Unpossessed,185,1843.19,1,Urban,1,217839.94,98356.73
M,60,2615.83,Low,Working,Private service staff,Urban,163570.21,961.76,N,N,2.0,790.04,1,Active,640,2615.83,1,Rural,1,253726.93,122677.66
M,58,1340.91,Low,Working,Laborers,Semi-Urban,31412.37,170.36,N,N,2.0,660.17,0,Active,972,1340.91,3,Rural,1,50906.19,21988.66
M,38,4323.76,Low,Working,Laborers,Semi-Urban,79259.99,550.75,N,Y,2.0,687.81,1,Active,237,4323.76,2,Semi-Urban,1,110561.93,51518.99
F,33,5364.07,Low,Working,Core staff,Semi-Urban,38299.03,186.96,Y,Y,1.0,607.0,0,Inactive,591,5364.07,2,Semi-Urban,0,45205.3,0.0
M,18,2150.07,Low,Working,Medicine staff,Semi-Urban,41853.0,181.75,Y,Y,2.0,763.8,0,Inactive,846,2150.07,1,Rural,1,76817.72,31389.75
F,48,3914.7,Low,Commercial associate,Accountants,Urban,178867.86,518.33,N,Y,2.0,663.84,0,Unpossessed,392,3914.7,1,Semi-Urban,1,313049.99,116264.11
F,18,4287.82,Low,State servant,Medicine staff,Semi-Urban,79810.22,558.21,Y,Y,2.0,721.43,0,Inactive,755,4287.82,3,Semi-Urban,1,142050.28,51876.64
F,18,1897.21,Low,State servant,Medicine staff,Semi-Urban,24157.64,120.75,Y,Y,2.0,844.42,0,Active,145,1897.21,1,Semi-Urban,1,28708.02,16910.35
M,21,1543.07,Low,State servant,Managers,Semi-Urban,77255.91,419.96,N,N,1.0,702.07,0,Unpossessed,345,1543.07,2,Semi-Urban,1,105394.83,50216.34
M,57,5520.89,Low,Commercial associate,Managers,Semi-Urban,99466.15,525.17,Y,Y,4.0,785.67,0,Unpossessed,750,5520.89,2,Urban,1,153212.18,74599.61
F,48,1241.1,Low,Working,Drivers,Semi-Urban,46932.88,383.97,Y,Y,2.0,744.6,1,Inactive,432,1241.1,2,Semi-Urban,0,51696.94,0.0
M,57,1396.9,Low,State servant,Core staff,Semi-Urban,94512.36,293.65,Y,N,2.0,848.38,0,Unpossessed,314,1396.9,2,Urban,1,162525.73,70884.27
F,18,1927.24,Low,Commercial associate,Laborers,Semi-Urban,43384.6,341.6,N,Y,2.0,676.7,1,Unpossessed,205,1927.24,3,Semi-Urban,1,50606.92,30369.22
F,31,1967.25,Low,State servant,Core staff,Semi-Urban,62443.63,456.51,Y,Y,2.0,765.62,0,Unpossessed,704,1967.25,4,Rural,1,102711.0,46832.72
M,18,2389.85,Low,Working,High skill tech staff,Semi-Urban,61018.57,334.91,Y,Y,3.0,696.32,0,Unpossessed,526,2389.85,4,Rural,1,67145.9,42713.0
F,26,3088.56,Low,Commercial associate,Managers,Semi-Urban,69740.95,291.59,Y,Y,1.0,863.93,0,Inactive,427,3088.56,4,Semi-Urban,1,95131.05,59279.81
M,50,3021.55,Low,State servant,Drivers,Semi-Urban,124409.47,671.36,Y,Y,3.0,631.5,1,Active,19,3021.55,3,Semi-Urban,0,139417.97,0.0
M,18,3751.05,Low,State servant,High skill tech staff,Semi-Urban,224189.89,716.7,Y,Y,3.0,849.95,0,Active,634,3751.05,2,Rural,1,258306.22,168142.42
F,38,2416.8,Low,Working,Core staff,Rural,109292.27,583.44,N,Y,3.0,635.73,1,Active,916,2416.8,4,Semi-Urban,1,126471.32,0.0
M,18,1876.23,Low,Commercial associate,Laborers,Semi-Urban,50550.76,237.95,Y,Y,1.0,692.55,0,Unpossessed,777,1876.23,1,Semi-Urban,1,76124.06,35385.53
M,35,6389.14,Low,Commercial associate,Core staff,Semi-Urban,119750.79,640.94,Y,Y,3.0,673.64,0,Active,437,6389.14,1,Rural,1,192412.27,77838.01
F,56,3032.66,Low,Working,Laborers,Semi-Urban,39986.83,392.98,N,N,2.0,795.6,0,Unpossessed,853,3032.66,2,Urban,1,50146.72,29990.12
F,45,1447.74,Low,Working,Accountants,Rural,43377.84,229.47,Y,Y,2.0,818.33,0,Inactive,859,1447.74,3,Rural,1,58668.15,30364.49
M,62,2718.59,Low,Working,Sales staff,Rural,182187.92,522.7,N,Y,4.0,770.16,1,Inactive,63,2718.59,1,Semi-Urban,1,328778.33,145750.34
M,64,1886.96,Low,Commercial associate,Laborers,Semi-Urban,138495.4,421.03,Y,Y,4.0,655.25,0,Active,528,1886.96,3,Urban,1,184403.31,96946.78
F,53,1632.36,Low,Working,Laborers,Semi-Urban,58074.89,332.7,Y,Y,2.0,639.13,0,Inactive,884,1632.36,1,Urban,0,66869.31,0.0
F,61,1173.09,Low,Commercial associate,Sales staff,Semi-Urban,31670.08,161.43,N,N,3.0,628.73,1,Active,98,1173.09,3,Urban,0,47325.56,0.0
M,44,2432.62,Low,Working,Drivers,Semi-Urban,75286.99,341.92,Y,N,3.0,761.3,0,Inactive,779,2432.62,3,Urban,0,106103.07,0.0
M,48,929.15,Low,Working,Cooking staff,Semi-Urban,76111.65,319.88,N,Y,2.0,849.0,0,Active,755,929.15,3,Semi-Urban,1,103827.93,57083.74
F,33,2060.29,Low,Working,Managers,Rural,65861.53,539.67,Y,N,5.0,616.97,0,Inactive,707,2060.29,3,Semi-Urban,1,124832.78,0.0
F,26,1405.55,Low,Commercial associate,Laborers,Rural,20281.18,208.54,Y,Y,4.0,712.17,0,Inactive,577,1405.55,3,Semi-Urban,1,27912.88,14196.83
F,21,1779.5,Low,Working,Core staff,Semi-Urban,56095.34,262.38,N,N,2.0,822.82,0,Active,307,1779.5,1,Semi-Urban,1,92612.15,42071.5
F,25,2624.62,Low,Commercial associate,Managers,Semi-Urban,40065.09,345.21,Y,Y,3.0,778.97,1,Unpossessed,587,2624.62,3,Rural,1,73252.86,28045.56
F,18,1667.41,Low,Working,Core staff,Semi-Urban,79703.05,358.28,N,Y,2.0,715.27,0,Active,741,1667.41,2,Urban,1,88804.13,51806.98
F,21,1598.73,Low,Commercial associate,Sales staff,Semi-Urban,60723.19,230.83,N,N,2.0,691.82,0,Active,444,1598.73,1,Rural,1,79410.6,42506.23
F,36,1510.51,Low,Working,Sales staff,Rural,57759.21,414.54,Y,Y,3.0,769.47,1,Unpossessed,775,1510.51,2,Urban,1,80154.53,43319.41
F,52,2681.08,Low,Working,Laborers,Rural,102364.4,291.78,Y,Y,3.0,695.84,0,Unpossessed,35,2681.08,3,Urban,1,124169.16,71655.08
F,55,1409.1,Low,Working,Drivers,Semi-Urban,134165.1,342.68,N,N,1.0,721.71,1,Inactive,408,1409.1,1,Urban,1,147906.44,93915.57
M,42,1555.81,Low,State servant,Sales staff,Semi-Urban,24798.23,147.97,N,Y,3.0,752.11,0,Inactive,921,1555.81,2,Rural,1,35222.83,17358.76
M,31,2622.39,Low,Working,Laborers,Semi-Urban,39036.31,370.75,Y,N,2.0,697.64,0,Active,290,2622.39,2,Semi-Urban,0,60195.29,0.0
F,49,1891.05,Low,State servant,Core staff,Semi-Urban,38905.86,187.59,N,N,2.0,719.15,1,Unpossessed,687,1891.05,4,Semi-Urban,1,71135.56,0.0
F,62,1825.37,Low,Commercial associate,Laborers,Semi-Urban,46551.46,327.35,Y,Y,2.0,631.53,0,Unpossessed,81,1825.37,2,Rural,0,82711.5,0.0
F,23,3507.71,Low,Working,Managers,Semi-Urban,101583.05,622.47,Y,Y,3.0,690.79,0,Unpossessed,843,3507.71,2,Urban,1,160718.08,71108.13
F,27,1912.18,Low,Commercial associate,Laborers,Semi-Urban,40154.86,402.05,N,Y,4.0,761.35,1,Inactive,790,1912.18,3,Rural,1,56747.26,32123.89
M,62,2729.32,Low,Working,Drivers,Semi-Urban,23846.79,218.55,Y,Y,3.0,650.63,0,Inactive,248,2729.32,4,Semi-Urban,1,26622.13,15500.41
M,18,1727.79,Low,Working,Sales staff,Semi-Urban,42581.41,211.44,N,N,2.0,657.42,0,Inactive,388,1727.79,3,Rural,1,80209.46,29806.99
M,21,1943.12,Low,Working,Sales staff,Urban,92537.26,504.05,Y,Y,2.0,694.34,1,Active,488,1943.12,4,Urban,1,125904.94,0.0
F,60,1318.47,Low,Working,Sales staff,Semi-Urban,30191.08,114.06,N,Y,2.0,766.81,0,Active,459,1318.47,1,Semi-Urban,1,36230.17,0.0
F,57,2797.29,Low,Working,Laborers,Semi-Urban,71589.11,283.25,N,Y,2.0,683.45,1,Unpossessed,500,2797.29,4,Urban,1,80220.25,46532.92
F,31,1018.08,Low,Working,Laborers,Semi-Urban,47931.08,232.99,N,Y,4.0,587.42,0,Unpossessed,532,1018.08,3,Rural,1,85920.33,0.0
M,26,2382.22,Low,Working,Accountants,Semi-Urban,223194.24,686.57,Y,Y,4.0,737.7,0,Unpossessed,622,2382.22,3,Semi-Urban,1,405950.19,145076.26
F,64,1972.37,Low,Commercial associate,Sales staff,Semi-Urban,52530.57,258.3,N,Y,1.0,691.09,0,Unpossessed,428,1972.37,3,Urban,1,67836.88,0.0
M,60,2833.26,Low,Working,Laborers,Rural,24384.1,172.15,Y,N,2.0,681.23,0,Active,73,2833.26,2,Semi-Urban,1,43184.79,17068.87
M,48,1269.32,Low,Commercial associate,Sales staff,Semi-Urban,150800.08,418.78,N,Y,2.0,733.62,0,Inactive,924,1269.32,4,Rural,1,189283.18,98020.05
F,23,3635.8,Low,Working,High skill tech staff,Semi-Urban,88460.31,408.14,N,N,4.0,832.31,1,Inactive,497,3635.8,1,Semi-Urban,1,104569.47,66345.23
F,20,2611.38,Low,Commercial associate,Waiters/barmen staff,Semi-Urban,64207.24,193.23,N,Y,2.0,753.5,0,Inactive,133,2611.38,2,Semi-Urban,1,88115.04,44945.07
M,23,1191.67,Low,Commercial associate,Sales staff,Semi-Urban,75532.31,538.88,Y,Y,2.0,847.72,0,Inactive,363,1191.67,2,Urban,1,99786.33,52872.62
F,31,2022.57,Low,Working,Laborers,Semi-Urban,66151.15,398.62,Y,N,1.0,619.18,0,Active,601,2022.57,3,Urban,1,98420.33,0.0
F,46,1987.28,Low,Working,Core staff,Rural,34775.7,210.26,N,Y,4.0,791.28,0,Unpossessed,553,1987.28,1,Semi-Urban,1,56174.36,24342.99
M,18,3160.54,Low,Working,Laborers,Rural,12333.98,128.91,N,Y,2.0,721.94,0,Active,379,3160.54,1,Rural,1,14864.46,8017.09
M,38,6053.64,Low,Commercial associate,Core staff,Semi-Urban,108106.44,476.85,N,Y,2.0,673.34,0,Inactive,259,6053.64,4,Urban,1,137296.14,70269.19
M,63,4022.74,Low,Working,Drivers,Rural,67043.12,340.02,Y,Y,1.0,667.28,0,Inactive,178,4022.74,1,Semi-Urban,1,124655.39,46930.18
M,18,5095.56,Low,Commercial associate,Drivers,Urban,186161.93,557.4,Y,N,2.0,693.93,0,Inactive,568,5095.56,1,Semi-Urban,1,304765.91,121005.25
M,18,5023.71,Low,State servant,Managers,Rural,128434.52,840.25,Y,N,5.0,725.69,0,Active,403,5023.71,3,Semi-Urban,1,148502.95,89904.16
F,18,2604.68,Low,Commercial associate,Drivers,Semi-Urban,26473.1,218.44,N,Y,1.0,609.07,0,Inactive,234,2604.68,3,Urban,0,43267.79,0.0
M,51,3778.53,Low,Commercial associate,Managers,Semi-Urban,118105.6,637.05,Y,Y,2.0,724.45,0,Active,493,3778.53,3,Rural,1,146404.51,76768.64
M,18,1698.37,Low,Working,Medicine staff,Rural,42823.96,287.57,N,N,1.0,675.99,1,Unpossessed,216,1698.37,3,Urban,1,70881.37,27835.57
M,18,2613.65,Low,State servant,Drivers,Semi-Urban,55772.3,285.74,Y,N,4.0,618.98,0,Inactive,867,2613.65,1,Urban,1,63681.37,0.0
F,22,1267.06,Low,Working,High skill tech staff,Semi-Urban,27527.98,129.19,Y,Y,2.0,644.15,0,Unpossessed,609,1267.06,1,Urban,1,45732.25,0.0
F,28,1952.6,Low,Commercial associate,Laborers,Semi-Urban,120404.77,388.44,N,Y,1.0,849.37,0,Unpossessed,673,1952.6,2,Rural,1,215505.73,84283.34
F,23,2913.59,Low,Working,Sales staff,Semi-Urban,154294.54,456.12,Y,N,3.0,848.79,0,Unpossessed,560,2913.59,1,Rural,1,260531.25,123435.63
F,24,2710.28,Low,Working,Laborers,Semi-Urban,158048.27,425.27,N,N,2.0,673.53,0,Unpossessed,781,2710.28,1,Semi-Urban,1,284717.74,110633.79
F,56,3077.68,Low,Commercial associate,Sales staff,Semi-Urban,87729.93,354.96,Y,Y,2.0,777.67,0,Active,182,3077.68,2,Semi-Urban,1,161492.47,61410.95
F,52,5551.44,Low,Working,Drivers,Urban,75650.25,517.27,Y,N,3.0,797.51,0,Inactive,592,5551.44,4,Rural,1,84677.6,60520.2
F,64,2798.63,Low,Working,Medicine staff,Rural,267597.38,750.45,N,Y,3.0,796.25,1,Unpossessed,552,2798.63,3,Urban,1,298498.45,214077.9
